period,number,color,date_folder
20250420100051348,8,red,20-04-2025
20250420100051347,4,red,20-04-2025
20250420100051346,8,red,20-04-2025
20250420100051345,4,red,20-04-2025
20250420100051344,7,green,20-04-2025
20250420100051343,7,green,20-04-2025
20250420100051342,3,green,20-04-2025
20250420100051341,2,red,20-04-2025
20250420100051340,6,red,20-04-2025
20250420100051339,9,green,20-04-2025
20250420100051338,7,green,20-04-2025
20250420100051337,4,red,20-04-2025
20250420100051336,8,red,20-04-2025
20250420100051335,5,green / violet,20-04-2025
20250420100051334,6,red,20-04-2025
20250420100051333,5,green / violet,20-04-2025
20250420100051332,2,red,20-04-2025
20250420100051331,5,green / violet,20-04-2025
20250420100051330,9,green,20-04-2025
20250420100051329,2,red,20-04-2025
20250420100051328,7,green,20-04-2025
20250420100051327,0,red / violet,20-04-2025
20250420100051326,0,red / violet,20-04-2025
20250420100051325,7,green,20-04-2025
20250420100051324,6,red,20-04-2025
20250420100051323,7,green,20-04-2025
20250420100051322,3,green,20-04-2025
20250420100051321,3,green,20-04-2025
20250420100051320,7,green,20-04-2025
20250420100051319,4,red,20-04-2025
20250420100051318,8,red,20-04-2025
20250420100051317,3,green,20-04-2025
20250420100051316,7,green,20-04-2025
20250420100051315,5,green / violet,20-04-2025
20250420100051314,9,green,20-04-2025
20250420100051313,2,red,20-04-2025
20250420100051312,7,green,20-04-2025
20250420100051311,8,red,20-04-2025
20250420100051310,3,green,20-04-2025
20250420100051309,6,red,20-04-2025
20250420100051308,3,green,20-04-2025
20250420100051307,2,red,20-04-2025
20250420100051306,7,green,20-04-2025
20250420100051305,5,green / violet,20-04-2025
20250420100051304,3,green,20-04-2025
20250420100051303,7,green,20-04-2025
20250420100051302,3,green,20-04-2025
20250420100051301,0,red / violet,20-04-2025
20250420100051300,1,green,20-04-2025
20250420100051299,0,red / violet,20-04-2025
20250420100051298,5,green / violet,20-04-2025
20250420100051297,9,green,20-04-2025
20250420100051296,5,green / violet,20-04-2025
20250420100051295,9,green,20-04-2025
20250420100051294,3,green,20-04-2025
20250420100051293,2,red,20-04-2025
20250420100051292,5,green / violet,20-04-2025
20250420100051291,0,red / violet,20-04-2025
20250420100051290,5,green / violet,20-04-2025
20250420100051289,4,red,20-04-2025
20250420100051288,8,red,20-04-2025
20250420100051287,5,green / violet,20-04-2025
20250420100051286,7,green,20-04-2025
20250420100051285,3,green,20-04-2025
20250420100051284,9,green,20-04-2025
20250420100051283,6,red,20-04-2025
20250420100051282,8,red,20-04-2025
20250420100051281,4,red,20-04-2025
20250420100051280,5,green / violet,20-04-2025
20250420100051279,4,red,20-04-2025
20250420100051278,9,green,20-04-2025
20250420100051277,9,green,20-04-2025
20250420100051276,8,red,20-04-2025
20250420100051275,8,red,20-04-2025
20250420100051274,1,green,20-04-2025
20250420100051273,4,red,20-04-2025
20250420100051272,8,red,20-04-2025
20250420100051271,9,green,20-04-2025
20250420100051270,1,green,20-04-2025
20250420100051269,5,green / violet,20-04-2025
20250420100051268,5,green / violet,20-04-2025
20250420100051267,0,red / violet,20-04-2025
20250420100051266,5,green / violet,20-04-2025
20250420100051265,1,green,20-04-2025
20250420100051264,9,green,20-04-2025
20250420100051263,4,red,20-04-2025
20250420100051262,4,red,20-04-2025
20250420100051261,5,green / violet,20-04-2025
20250420100051260,9,green,20-04-2025
20250420100051259,2,red,20-04-2025
20250420100051258,2,red,20-04-2025
20250420100051257,3,green,20-04-2025
20250420100051256,4,red,20-04-2025
20250420100051255,9,green,20-04-2025
20250420100051254,0,red / violet,20-04-2025
20250420100051253,3,green,20-04-2025
20250420100051252,4,red,20-04-2025
20250420100051251,6,red,20-04-2025
20250420100051250,9,green,20-04-2025
20250420100051249,8,red,20-04-2025
20250420100051248,3,green,20-04-2025
20250420100051247,8,red,20-04-2025
20250420100051246,6,red,20-04-2025
20250420100051245,6,red,20-04-2025
20250420100051244,1,green,20-04-2025
20250420100051243,8,red,20-04-2025
20250420100051242,4,red,20-04-2025
20250420100051241,6,red,20-04-2025
20250420100051240,1,green,20-04-2025
20250420100051239,3,green,20-04-2025
20250420100051238,8,red,20-04-2025
20250420100051237,1,green,20-04-2025
20250420100051236,8,red,20-04-2025
20250420100051235,6,red,20-04-2025
20250420100051234,3,green,20-04-2025
20250420100051233,9,green,20-04-2025
20250420100051232,1,green,20-04-2025
20250420100051231,8,red,20-04-2025
20250420100051230,1,green,20-04-2025
20250420100051229,6,red,20-04-2025
20250420100051228,1,green,20-04-2025
20250420100051227,2,red,20-04-2025
20250420100051226,3,green,20-04-2025
20250420100051225,6,red,20-04-2025
20250420100051224,5,green / violet,20-04-2025
20250420100051223,5,green / violet,20-04-2025
20250420100051222,5,green / violet,20-04-2025
20250420100051221,2,red,20-04-2025
20250420100051220,3,green,20-04-2025
20250420100051219,9,green,20-04-2025
20250420100051218,3,green,20-04-2025
20250420100051217,7,green,20-04-2025
20250420100051216,6,red,20-04-2025
20250420100051215,1,green,20-04-2025
20250420100051214,8,red,20-04-2025
20250420100051213,1,green,20-04-2025
20250420100051212,2,red,20-04-2025
20250420100051211,9,green,20-04-2025
20250420100051210,4,red,20-04-2025
20250420100051209,8,red,20-04-2025
20250420100051208,9,green,20-04-2025
20250420100051207,6,red,20-04-2025
20250420100051206,2,red,20-04-2025
20250420100051205,4,red,20-04-2025
20250420100051204,9,green,20-04-2025
20250420100051203,7,green,20-04-2025
20250420100051202,9,green,20-04-2025
20250420100051201,8,red,20-04-2025
20250420100051200,7,green,20-04-2025
20250420100051199,5,green / violet,20-04-2025
20250420100051198,3,green,20-04-2025
20250420100051197,9,green,20-04-2025
20250420100051196,9,green,20-04-2025
20250420100051195,9,green,20-04-2025
20250420100051194,0,red / violet,20-04-2025
20250420100051193,7,green,20-04-2025
20250420100051192,3,green,20-04-2025
20250420100051191,2,red,20-04-2025
20250420100051190,1,green,20-04-2025
20250420100051189,8,red,20-04-2025
20250420100051188,6,red,20-04-2025
20250420100051187,9,green,20-04-2025
20250420100051186,6,red,20-04-2025
20250420100051185,8,red,20-04-2025
20250420100051184,5,green / violet,20-04-2025
20250420100051183,2,red,20-04-2025
20250420100051182,0,red / violet,20-04-2025
20250420100051181,6,red,20-04-2025
20250420100051180,8,red,20-04-2025
20250420100051179,7,green,20-04-2025
20250420100051178,2,red,20-04-2025
20250420100051177,6,red,20-04-2025
20250420100051176,2,red,20-04-2025
20250420100051175,2,red,20-04-2025
20250420100051174,1,green,20-04-2025
20250420100051173,0,red / violet,20-04-2025
20250420100051172,1,green,20-04-2025
20250420100051171,3,green,20-04-2025
20250420100051170,6,red,20-04-2025
20250420100051169,3,green,20-04-2025
20250420100051168,5,green / violet,20-04-2025
20250420100051167,4,red,20-04-2025
20250420100051166,8,red,20-04-2025
20250420100051165,5,green / violet,20-04-2025
20250420100051164,9,green,20-04-2025
20250420100051163,5,green / violet,20-04-2025
20250420100051162,5,green / violet,20-04-2025
20250420100051161,0,red / violet,20-04-2025
20250420100051160,2,red,20-04-2025
20250420100051159,6,red,20-04-2025
20250420100051158,1,green,20-04-2025
20250420100051157,9,green,20-04-2025
20250420100051156,0,red / violet,20-04-2025
20250420100051155,7,green,20-04-2025
20250420100051154,0,red / violet,20-04-2025
20250420100051153,4,red,20-04-2025
20250420100051152,5,green / violet,20-04-2025
20250420100051151,1,green,20-04-2025
20250420100051150,2,red,20-04-2025
20250420100051149,3,green,20-04-2025
20250420100051148,2,red,20-04-2025
20250420100051147,4,red,20-04-2025
20250420100051146,6,red,20-04-2025
20250420100051145,6,red,20-04-2025
20250420100051144,6,red,20-04-2025
20250420100051143,6,red,20-04-2025
20250420100051142,1,green,20-04-2025
20250420100051141,5,green / violet,20-04-2025
20250420100051140,5,green / violet,20-04-2025
20250420100051139,6,red,20-04-2025
20250420100051138,0,red / violet,20-04-2025
20250420100051137,1,green,20-04-2025
20250420100051136,6,red,20-04-2025
20250420100051135,8,red,20-04-2025
20250420100051134,5,green / violet,20-04-2025
20250420100051133,7,green,20-04-2025
20250420100051132,7,green,20-04-2025
20250420100051131,1,green,20-04-2025
20250420100051130,3,green,20-04-2025
20250420100051129,2,red,20-04-2025
20250420100051128,4,red,20-04-2025
20250420100051127,9,green,20-04-2025
20250420100051126,0,red / violet,20-04-2025
20250420100051125,0,red / violet,20-04-2025
20250420100051124,3,green,20-04-2025
20250420100051123,1,green,20-04-2025
20250420100051122,1,green,20-04-2025
20250420100051121,1,green,20-04-2025
20250420100051120,4,red,20-04-2025
20250420100051119,3,green,20-04-2025
20250420100051118,2,red,20-04-2025
20250420100051117,4,red,20-04-2025
20250420100051116,2,red,20-04-2025
20250420100051115,8,red,20-04-2025
20250420100051114,8,red,20-04-2025
20250420100051113,4,red,20-04-2025
20250420100051112,7,green,20-04-2025
20250420100051111,0,red / violet,20-04-2025
20250420100051110,3,green,20-04-2025
20250420100051109,0,red / violet,20-04-2025
20250420100051108,5,green / violet,20-04-2025
20250420100051107,2,red,20-04-2025
20250420100051106,6,red,20-04-2025
20250420100051105,5,green / violet,20-04-2025
20250420100051104,6,red,20-04-2025
20250420100051103,8,red,20-04-2025
20250420100051102,4,red,20-04-2025
20250420100051101,2,red,20-04-2025
20250420100051100,6,red,20-04-2025
20250420100051099,3,green,20-04-2025
20250420100051098,6,red,20-04-2025
20250420100051097,1,green,20-04-2025
20250420100051096,6,red,20-04-2025
20250420100051095,5,green / violet,20-04-2025
20250420100051094,1,green,20-04-2025
20250420100051093,6,red,20-04-2025
20250420100051092,5,green / violet,20-04-2025
20250420100051091,2,red,20-04-2025
20250420100051090,6,red,20-04-2025
20250420100051089,9,green,20-04-2025
20250420100051088,7,green,20-04-2025
20250420100051087,5,green / violet,20-04-2025
20250420100051086,1,green,20-04-2025
20250420100051085,0,red / violet,20-04-2025
20250420100051084,1,green,20-04-2025
20250420100051083,4,red,20-04-2025
20250420100051082,9,green,20-04-2025
20250420100051081,3,green,20-04-2025
20250420100051080,0,red / violet,20-04-2025
20250420100051079,5,green / violet,20-04-2025
20250420100051078,8,red,20-04-2025
20250420100051077,8,red,20-04-2025
20250420100051076,2,red,20-04-2025
20250420100051075,9,green,20-04-2025
20250420100051074,9,green,20-04-2025
20250420100051073,2,red,20-04-2025
20250420100051072,1,green,20-04-2025
20250420100051071,5,green / violet,20-04-2025
20250420100051070,2,red,20-04-2025
20250420100051069,4,red,20-04-2025
20250420100051068,6,red,20-04-2025
20250420100051067,6,red,20-04-2025
20250420100051066,3,green,20-04-2025
20250420100051065,3,green,20-04-2025
20250420100051064,7,green,20-04-2025
20250420100051063,6,red,20-04-2025
20250420100051062,0,red / violet,20-04-2025
20250420100051061,1,green,20-04-2025
20250420100051060,8,red,20-04-2025
20250420100051059,4,red,20-04-2025
20250420100051058,4,red,20-04-2025
20250420100051057,6,red,20-04-2025
20250420100051056,2,red,20-04-2025
20250420100051055,8,red,20-04-2025
20250420100051054,2,red,20-04-2025
20250420100051053,0,red / violet,20-04-2025
20250420100051052,0,red / violet,20-04-2025
20250420100051051,0,red / violet,20-04-2025
20250420100051050,2,red,20-04-2025
20250420100051049,2,red,20-04-2025
20250420100051048,3,green,20-04-2025
20250420100051047,7,green,20-04-2025
20250420100051046,6,red,20-04-2025
20250420100051045,6,red,20-04-2025
20250420100051044,3,green,20-04-2025
20250420100051043,2,red,20-04-2025
20250420100051042,7,green,20-04-2025
20250420100051041,9,green,20-04-2025
20250420100051040,0,red / violet,20-04-2025
20250420100051039,1,green,20-04-2025
20250420100051038,1,green,20-04-2025
20250420100051037,1,green,20-04-2025
20250420100051036,1,green,20-04-2025
20250420100051035,3,green,20-04-2025
20250420100051034,5,green / violet,20-04-2025
20250420100051033,4,red,20-04-2025
20250420100051032,1,green,20-04-2025
20250420100051031,4,red,20-04-2025
20250420100051030,0,red / violet,20-04-2025
20250420100051029,4,red,20-04-2025
20250420100051028,7,green,20-04-2025
20250420100051027,1,green,20-04-2025
20250420100051026,0,red / violet,20-04-2025
20250420100051025,9,green,20-04-2025
20250420100051024,4,red,20-04-2025
20250420100051023,9,green,20-04-2025
20250420100051022,8,red,20-04-2025
20250420100051021,1,green,20-04-2025
20250420100051020,8,red,20-04-2025
20250420100051019,2,red,20-04-2025
20250420100051018,9,green,20-04-2025
20250420100051017,2,red,20-04-2025
20250420100051016,4,red,20-04-2025
20250420100051015,0,red / violet,20-04-2025
20250420100051014,6,red,20-04-2025
20250420100051013,8,red,20-04-2025
20250420100051012,2,red,20-04-2025
20250420100051011,8,red,20-04-2025
20250420100051010,7,green,20-04-2025
20250420100051009,8,red,20-04-2025
20250420100051008,7,green,20-04-2025
20250420100051007,1,green,20-04-2025
20250420100051006,2,red,20-04-2025
20250420100051005,1,green,20-04-2025
20250420100051004,8,red,20-04-2025
20250420100051003,0,red / violet,20-04-2025
20250420100051002,0,red / violet,20-04-2025
20250420100051001,9,green,20-04-2025
20250420100051000,0,red / violet,20-04-2025
20250420100050999,4,red,20-04-2025
20250420100050998,7,green,20-04-2025
20250420100050997,5,green / violet,20-04-2025
20250420100050996,7,green,20-04-2025
20250420100050995,8,red,20-04-2025
20250420100050994,9,green,20-04-2025
20250420100050993,4,red,20-04-2025
20250420100050992,4,red,20-04-2025
20250420100050991,3,green,20-04-2025
20250420100050990,0,red / violet,20-04-2025
20250420100050989,8,red,20-04-2025
20250420100050988,8,red,20-04-2025
20250420100050987,1,green,20-04-2025
20250420100050986,7,green,20-04-2025
20250420100050985,1,green,20-04-2025
20250420100050984,1,green,20-04-2025
20250420100050983,8,red,20-04-2025
20250420100050982,4,red,20-04-2025
20250420100050981,8,red,20-04-2025
20250420100050980,7,green,20-04-2025
20250420100050979,6,red,20-04-2025
20250420100050978,5,green / violet,20-04-2025
20250420100050977,8,red,20-04-2025
20250420100050976,1,green,20-04-2025
20250420100050975,1,green,20-04-2025
20250420100050974,9,green,20-04-2025
20250420100050973,4,red,20-04-2025
20250420100050972,0,red / violet,20-04-2025
20250420100050971,0,red / violet,20-04-2025
20250420100050970,9,green,20-04-2025
20250420100050969,4,red,20-04-2025
20250420100050968,4,red,20-04-2025
20250420100050967,8,red,20-04-2025
20250420100050966,1,green,20-04-2025
20250420100050965,1,green,20-04-2025
20250420100050964,5,green / violet,20-04-2025
20250420100050963,7,green,20-04-2025
20250420100050962,4,red,20-04-2025
20250420100050961,1,green,20-04-2025
20250420100050960,1,green,20-04-2025
20250420100050959,2,red,20-04-2025
20250420100050958,3,green,20-04-2025
20250420100050957,0,red / violet,20-04-2025
20250420100050956,4,red,20-04-2025
20250420100050955,8,red,20-04-2025
20250420100050954,9,green,20-04-2025
20250420100050953,7,green,20-04-2025
20250420100050952,0,red / violet,20-04-2025
20250420100050951,3,green,20-04-2025
20250420100050950,1,green,20-04-2025
20250420100050949,6,red,20-04-2025
20250420100050948,1,green,20-04-2025
20250420100050947,7,green,20-04-2025
20250420100050946,2,red,20-04-2025
20250420100050945,4,red,20-04-2025
20250420100050944,0,red / violet,20-04-2025
20250420100050943,3,green,20-04-2025
20250420100050942,0,red / violet,20-04-2025
20250420100050941,1,green,20-04-2025
20250420100050940,4,red,20-04-2025
20250420100050939,4,red,20-04-2025
20250420100050938,5,green / violet,20-04-2025
20250420100050937,4,red,20-04-2025
20250420100050936,2,red,20-04-2025
20250420100050935,1,green,20-04-2025
20250420100050934,1,green,20-04-2025
20250420100050933,4,red,20-04-2025
20250420100050932,6,red,20-04-2025
20250420100050931,6,red,20-04-2025
20250420100050930,3,green,20-04-2025
20250420100050929,4,red,20-04-2025
20250420100050928,7,green,20-04-2025
20250420100050927,3,green,20-04-2025
20250420100050926,8,red,20-04-2025
20250420100050925,8,red,20-04-2025
20250420100050924,9,green,20-04-2025
20250420100050923,2,red,20-04-2025
20250420100050922,7,green,20-04-2025
20250420100050921,3,green,20-04-2025
20250420100050920,0,red / violet,20-04-2025
20250420100050919,0,red / violet,20-04-2025
20250420100050918,9,green,20-04-2025
20250420100050917,2,red,20-04-2025
20250420100050916,5,green / violet,20-04-2025
20250420100050915,0,red / violet,20-04-2025
20250420100050914,3,green,20-04-2025
20250420100050913,1,green,20-04-2025
20250420100050912,3,green,20-04-2025
20250420100050911,6,red,20-04-2025
20250420100050910,1,green,20-04-2025
20250420100050909,4,red,20-04-2025
20250420100050908,7,green,20-04-2025
20250420100050907,7,green,20-04-2025
20250420100050906,2,red,20-04-2025
20250420100050905,4,red,20-04-2025
20250420100050904,0,red / violet,20-04-2025
